converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS,training
no,1,1,0,18,0,0,0,no,no,0,2,0,0,no,no,0,1766,yes,no,1
no,3,6,1,0,0,0,0,no,no,0,0,0,0,no,no,12,2343,no,no,0
no,5,8,0,0,0,0,0,no,no,0,0,0,0,no,yes,3,2162,yes,yes,1
no,4,14,0,10,0,79,160,no,no,0,0,0,0,no,no,24,4108,yes,no,0
no,3,2,0,143,0,83,13,no,no,7,0,0,0,no,yes,9,2557,yes,no,1
no,9,18,3,20,0,31,1,yes,no,3,0,5,0,no,no,16,2282,yes,no,1
no,8,12,1,148,3,96,161,no,no,1,0,0,0,no,no,16,2282,yes,no,1
no,7,20,0,0,0,0,0,no,yes,0,0,0,0,no,no,5,3227,yes,no,0
no,6,13,4,0,0,0,0,no,no,4,0,0,0,no,yes,3,3957,yes,no,0
no,5,16,0,368,0,74,283,yes,no,11,0,0,20,yes,no,9,1797,no,yes,0
no,1,15,0,158,0,88,5,no,no,4,0,0,0,no,no,11,2678,yes,no,0
no,6,6,0,0,2,26,264,no,no,0,0,0,0,no,no,11,1461,yes,no,0
no,7,20,0,0,0,37,43,yes,no,0,0,0,13,no,no,23,3044,yes,no,1
no,1,1,0,0,1,0,1,no,no,0,0,0,0,no,yes,11,2953,yes,no,1
no,8,22,0,256,0,2,0,no,no,28,0,0,0,no,no,2,2343,yes,no,1
no,7,20,0,137,0,40,0,no,no,18,0,0,0,yes,no,2,2192,yes,no,1
no,5,1,0,0,0,0,25,no,no,0,0,0,0,no,no,2,1674,no,no,0
no,5,7,1,127,0,38,4,no,no,1,0,0,0,yes,no,9,3623,yes,no,0
no,8,13,5,5,0,4,0,yes,no,0,0,4,0,yes,yes,8,2984,no,no,0
no,10,24,1,16,0,82,0,yes,no,10,0,0,14,yes,yes,4,2557,yes,no,1
yes,4,7,0,0,0,0,20,no,no,0,0,0,0,no,yes,13,3562,yes,no,0
no,2,13,9,0,0,10,0,no,no,0,0,0,0,no,no,5,3105,yes,no,0
no,6,1,0,0,0,0,0,no,no,0,6,0,0,yes,yes,8,2647,yes,no,1
no,2,1,0,43,0,0,154,no,no,0,0,0,0,no,no,24,2861,yes,no,1
no,1,17,0,8,0,0,0,yes,no,2,0,7,0,no,yes,12,3013,yes,no,1
no,2,2,0,121,0,37,25,yes,no,0,0,0,8,yes,yes,7,2313,yes,no,0
no,6,6,0,127,0,8,60,yes,no,0,0,0,0,no,no,4,2313,yes,no,1
no,9,9,0,0,0,8,0,no,no,0,0,0,0,no,yes,2,2496,yes,no,0
no,10,17,0,10,0,7,30,no,no,8,0,0,0,no,no,15,3166,no,no,0
no,8,10,8,18,0,46,42,no,no,1,0,0,0,no,no,6,2282,no,no,1
no,8,23,7,60,0,0,0,yes,no,0,0,0,0,no,yes,5,3105,yes,no,0
no,10,4,4,601,0,77,0,no,no,6,0,0,0,no,no,5,2831,yes,no,1
no,10,17,0,0,0,2,1,no,no,1,0,0,0,no,no,28,3409,yes,no,0
no,6,12,0,0,0,0,0,no,no,0,0,0,0,no,no,7,2892,yes,no,1
no,7,13,2,93,0,71,0,yes,no,2,0,0,0,no,yes,4,2588,yes,no,1
no,5,8,1,38,0,95,3,no,no,22,0,0,0,yes,no,11,2769,yes,no,0
no,6,11,0,0,0,0,0,no,no,0,0,0,0,yes,yes,8,2588,yes,no,0
no,9,14,12,181,0,75,6,yes,no,14,0,1,45,no,no,6,2254,yes,no,1
no,4,19,0,0,0,55,0,no,no,0,0,0,0,yes,no,3,2192,yes,no,0
no,2,12,0,0,0,0,14,no,no,0,0,0,0,no,no,6,2557,yes,no,1
no,10,28,1,137,12,52,143,no,no,95,0,0,1,no,yes,9,3105,yes,no,0
no,3,17,0,60,0,59,14,no,no,1,0,0,5,yes,no,7,3531,yes,no,1
no,5,1,0,12,0,0,0,no,no,0,0,0,0,no,yes,5,4139,yes,no,0
no,5,2,0,0,0,0,8,no,no,0,0,0,0,yes,no,6,2192,no,no,1
no,2,2,0,120,0,3,9,no,no,4,0,0,0,yes,yes,17,1978,yes,no,1
no,1,2,0,169,0,25,0,no,no,11,0,0,0,no,no,8,2892,yes,no,1
no,6,3,0,0,0,7,0,no,no,0,0,0,0,no,no,11,2223,no,no,1
no,6,10,0,120,1,36,23,no,no,5,0,29,0,yes,no,4,1644,yes,no,1
no,9,23,4,0,0,11,3,no,no,5,0,0,0,no,no,10,3166,yes,no,1
no,2,8,0,0,0,0,0,yes,no,0,0,0,0,no,no,5,3835,yes,no,1
no,2,6,0,37,0,36,2,no,no,2,0,0,0,no,yes,5,3013,yes,yes,1
no,2,1,1,0,0,0,2,no,no,0,0,9,4,yes,no,18,2282,yes,no,0
yes,10,16,0,29,0,0,4,no,no,0,0,0,0,no,yes,21,2254,yes,no,1
no,7,7,0,265,0,38,19,no,no,1,0,0,0,no,no,20,3258,no,no,1
no,6,10,0,0,0,0,208,no,no,0,0,10,0,yes,no,11,1978,yes,no,1
no,5,1,0,0,1,0,401,no,no,0,0,0,0,no,no,21,2678,no,no,1
no,10,16,1,52,0,2,0,no,no,0,0,15,22,yes,no,4,3197,yes,no,1
no,10,13,0,690,3,111,14,no,no,35,0,0,0,yes,no,6,2009,yes,no,1
no,10,24,0,10,0,0,18,no,no,4,0,0,0,no,no,17,3319,yes,no,1
no,6,20,6,185,0,73,6,no,no,34,0,0,0,yes,yes,6,1917,no,no,1
no,6,8,0,60,0,3,3,no,no,0,0,0,0,no,yes,33,3013,yes,no,1
no,9,17,0,422,0,117,436,no,no,6,0,0,0,no,no,2,2527,yes,yes,1
yes,2,11,0,8,7,39,25,no,no,0,0,0,0,yes,yes,23,2831,yes,no,1
no,7,28,4,68,3,53,7,yes,no,1,23,14,8,yes,no,34,2374,yes,no,0
no,5,19,2,222,2,64,248,yes,no,0,0,0,0,no,no,23,2374,yes,no,1
no,10,1,0,0,0,0,0,no,no,0,0,0,0,no,no,5,3684,yes,yes,1
no,1,3,0,0,0,3,20,no,no,0,10,0,0,no,no,6,2282,yes,no,1
no,8,2,0,262,0,82,1,yes,no,24,0,0,0,no,yes,10,2953,yes,no,1
no,1,1,0,0,0,0,16,no,no,0,0,0,0,no,yes,37,2678,yes,no,0
no,10,19,0,10,1,74,67,no,no,2,0,0,0,no,yes,2,1948,yes,yes,1
no,1,15,0,39,0,0,0,no,no,1,5,0,0,no,yes,6,2343,no,no,0
no,1,1,0,0,0,0,22,no,no,0,0,0,0,no,no,4,2070,yes,no,0
no,5,14,2,180,0,88,286,yes,no,12,0,1,0,no,no,3,2343,yes,yes,1
no,10,16,0,289,4,25,10,yes,no,27,0,0,1,yes,no,22,2313,yes,no,1
no,10,11,0,0,0,2,1,yes,no,0,0,7,0,no,no,6,1858,yes,no,0
no,4,1,0,76,0,5,0,no,no,0,0,0,0,no,yes,8,3197,no,no,0
no,6,13,9,105,1,35,4,yes,no,4,0,3,0,no,no,36,2557,no,no,1
no,9,19,0,78,0,43,0,no,no,26,0,0,0,yes,yes,4,3804,yes,no,1
no,9,14,0,0,0,0,48,no,no,0,0,0,0,no,no,3,1858,yes,no,1
no,7,17,17,6,1,40,333,yes,no,0,0,0,0,yes,yes,31,1736,yes,no,1
no,9,24,0,0,0,69,410,yes,no,3,0,0,0,yes,no,22,1797,yes,no,1
no,8,17,4,276,0,76,271,yes,no,20,0,0,3,yes,no,9,1948,no,no,1
no,1,10,0,25,0,16,49,no,yes,12,0,0,0,no,no,11,1917,yes,no,1
no,8,9,0,0,0,0,2,no,no,0,0,0,0,no,no,18,3500,yes,no,1
no,6,17,0,185,0,9,0,yes,no,0,0,0,0,no,no,3,2466,yes,no,1
no,8,12,0,0,0,0,4,no,no,0,0,0,2,yes,no,7,2101,yes,no,0
no,8,21,0,8,0,49,3,no,no,2,0,0,0,no,no,8,2009,no,no,0
no,7,16,0,0,0,0,0,no,no,0,0,0,10,yes,yes,9,2223,yes,no,0
no,7,10,0,101,1,95,428,no,no,9,0,0,0,yes,yes,7,1858,yes,no,1
no,2,12,0,0,0,0,20,no,no,0,0,0,0,no,no,15,2831,no,no,1
no,4,21,1,159,0,65,3,no,no,0,0,0,0,yes,yes,23,2070,yes,yes,1
yes,6,20,9,56,0,0,0,no,no,2,0,3,0,no,no,9,3197,yes,no,0
no,7,14,1,33,0,18,74,no,no,0,0,0,0,yes,no,8,1247,yes,no,0
no,3,17,0,42,0,57,32,no,no,15,0,0,0,yes,no,12,2619,yes,no,1
no,9,13,5,188,0,65,0,yes,no,1,0,0,0,no,yes,7,3774,yes,no,1
no,4,17,0,0,3,61,4,no,no,0,0,0,0,no,no,18,3378,yes,no,1
no,1,17,0,125,1,70,3,no,no,8,0,0,0,no,no,7,2313,yes,no,0
no,2,1,0,127,0,14,0,yes,no,0,0,0,0,no,yes,11,2647,yes,no,1
no,2,3,0,0,0,4,0,no,no,0,0,0,0,no,no,7,2769,yes,no,0
no,3,20,0,42,0,0,4,no,no,12,0,0,0,yes,no,5,1858,yes,no,0
no,5,16,0,0,0,0,40,no,no,0,0,0,0,no,no,37,3957,yes,no,1
yes,7,11,3,0,0,0,14,no,no,0,0,9,1,no,no,24,3531,yes,no,1
no,3,12,0,0,0,0,1,no,no,0,0,0,0,no,no,8,2343,yes,no,1
no,1,17,0,57,0,23,294,no,no,0,7,0,0,no,no,13,2861,no,no,1
no,9,22,0,332,0,47,0,no,no,31,0,0,0,no,no,6,3135,yes,no,0
no,6,21,0,35,0,6,2,no,no,0,0,0,0,no,no,1,2343,yes,no,1
no,10,23,0,41,4,55,7,no,no,20,0,0,0,no,no,2,2223,yes,no,1
no,1,11,0,13,0,110,0,yes,no,5,0,0,0,yes,no,0,2922,yes,no,1
no,1,6,0,0,0,0,0,no,no,0,0,0,0,no,no,11,3896,yes,no,1
no,9,16,0,6,1,18,23,yes,no,0,0,5,0,yes,no,7,2282,yes,no,0
no,7,18,2,0,0,1,0,no,yes,2,0,0,6,yes,no,9,2282,yes,no,0
no,10,8,2,30,1,44,143,no,no,0,0,0,0,yes,no,7,2254,yes,no,1
no,1,11,1,0,0,0,57,yes,no,0,3,0,5,no,yes,18,1705,no,no,1
no,8,18,0,85,0,46,0,no,no,9,0,0,0,yes,no,10,2435,yes,yes,1
no,6,21,0,142,0,40,2,no,no,0,0,0,0,no,no,6,3500,yes,no,1
no,7,18,15,0,0,0,0,yes,no,0,0,1,13,no,no,6,2374,no,no,1
no,1,4,1,0,0,0,0,yes,no,0,0,11,10,no,no,8,2282,yes,no,1
no,8,11,0,30,0,68,1,yes,no,0,0,55,0,no,no,6,3044,yes,no,1
no,6,4,0,0,0,0,77,no,no,1,0,0,0,yes,no,6,1644,yes,no,1
no,6,21,0,0,0,19,2,no,no,0,0,0,4,yes,no,9,3684,yes,no,0
yes,10,22,12,181,1,119,60,yes,no,3,0,0,18,no,yes,27,2769,yes,no,1
no,2,25,0,48,0,31,0,yes,no,0,0,0,4,no,no,0,3774,yes,no,1
no,2,17,2,96,0,44,0,yes,no,1,0,0,0,no,yes,12,2192,yes,no,1
no,9,7,0,19,0,43,1,no,no,0,0,3,1,no,yes,10,1186,yes,yes,0
no,7,13,0,0,0,1,71,no,no,0,0,0,0,no,no,15,1858,no,no,0
yes,1,5,3,0,0,0,443,yes,no,0,0,0,0,no,no,4,2374,no,no,1
no,8,7,0,18,2,21,22,no,no,0,0,0,3,yes,yes,22,2070,yes,no,1
no,9,14,0,55,0,49,0,yes,no,0,0,0,0,yes,no,12,2647,yes,no,1
no,4,14,8,0,0,65,0,yes,no,0,0,1,0,yes,no,7,2131,no,no,1
no,10,3,0,119,0,89,91,no,no,20,0,0,0,yes,no,1,2435,yes,no,1
yes,9,20,5,227,10,86,120,no,no,0,0,0,0,yes,no,6,1644,yes,no,1
no,4,11,2,61,0,81,0,yes,no,0,0,2,0,no,no,1,2466,yes,no,1
no,10,19,0,367,0,63,0,no,no,15,0,0,0,no,no,6,2619,yes,no,1
no,9,18,0,214,0,92,4,no,no,2,0,0,0,no,no,7,1674,yes,no,1
no,5,13,0,35,0,52,4,no,no,0,0,0,0,yes,no,11,2192,yes,no,1
no,1,1,0,0,0,0,0,yes,yes,0,0,0,0,yes,no,11,2313,yes,no,1
no,7,19,0,4,0,0,17,no,no,0,0,0,0,no,no,28,3500,yes,no,1
no,7,9,0,238,1,98,135,no,yes,9,0,0,0,yes,no,7,3288,yes,no,0
no,2,10,0,19,0,16,0,no,no,0,0,0,2,no,yes,9,3988,yes,no,1
no,7,7,1,8,0,18,0,no,no,0,0,0,0,no,no,4,3074,yes,no,1
no,8,20,0,12,0,0,12,no,no,1,0,0,1,yes,no,11,1644,yes,no,1
no,9,2,0,0,0,0,12,no,no,0,0,0,0,yes,no,20,3470,yes,no,1
no,8,18,0,0,0,0,1,no,no,0,0,0,0,no,no,7,3592,yes,no,1
no,8,20,8,309,0,96,6,yes,no,2,0,0,0,yes,yes,3,2404,yes,no,1
yes,10,17,0,0,2,5,20,no,no,0,0,0,0,no,no,3,3470,no,no,1
no,3,2,0,0,0,0,0,no,no,0,0,0,0,no,no,2,3197,yes,no,1
no,9,6,0,0,0,29,96,no,no,0,0,1,0,yes,no,22,2892,yes,no,1
no,8,2,2,0,4,32,293,yes,no,2,0,0,0,yes,no,17,2496,yes,no,1
no,8,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,6,2254,no,no,1
yes,5,6,2,165,3,54,30,yes,no,0,0,0,0,no,no,5,3592,no,no,1
no,5,1,0,5,0,0,0,no,no,0,0,0,0,no,no,7,3896,no,no,1
no,6,12,0,6,0,0,1,no,no,44,0,0,0,no,yes,24,3227,no,no,1
no,2,16,0,0,0,6,1,no,no,0,0,0,0,no,no,8,2892,no,no,0
no,5,11,0,0,0,0,25,no,no,0,0,0,0,yes,no,6,3409,yes,no,1
no,4,6,0,64,0,0,1,no,no,1,0,0,0,no,no,4,2769,yes,no,0
no,2,5,3,121,1,53,4,no,no,3,0,0,0,no,no,17,3531,yes,yes,1
no,1,1,0,0,0,0,1,yes,no,0,0,0,0,no,yes,20,2070,yes,no,1
no,7,2,0,40,1,36,62,yes,no,36,0,1,16,no,no,7,2769,yes,yes,1
yes,10,5,0,16,0,0,6,no,no,1,0,4,0,yes,no,13,3562,yes,no,1
no,5,14,0,331,0,103,14,no,no,12,0,0,0,no,no,7,2466,yes,no,0
no,7,5,0,0,0,0,31,no,no,0,0,0,0,yes,no,5,2922,no,no,0
no,2,3,0,0,0,0,9,yes,no,0,0,0,0,no,no,13,3319,yes,no,0
yes,7,19,9,29,4,58,29,yes,no,0,0,14,12,no,yes,4,2282,yes,no,1
no,4,11,0,27,0,0,161,no,no,6,0,2,0,yes,no,2,2131,yes,no,1
no,10,27,0,294,0,39,0,no,no,2,0,0,0,no,no,9,2254,yes,no,1
no,10,6,0,0,0,0,0,no,no,0,0,0,0,no,yes,11,2070,yes,no,0
no,10,18,0,10,1,31,341,no,no,0,0,0,0,no,yes,35,2374,yes,no,1
no,10,15,0,0,0,14,69,no,no,0,0,0,0,no,no,13,2404,yes,no,0
no,8,15,0,17,1,31,38,no,no,0,0,0,0,yes,no,12,2374,yes,no,1
no,10,14,0,0,0,0,0,no,no,2,0,0,0,no,yes,4,3044,yes,no,1
no,4,12,7,122,0,0,0,no,no,0,0,0,0,yes,no,7,1948,yes,no,1
no,6,14,0,21,0,0,1,no,no,0,2,0,0,yes,no,3,3623,yes,yes,1
no,8,17,0,134,0,7,0,no,no,21,0,0,0,no,no,8,2343,yes,yes,1
no,9,20,17,214,0,83,27,yes,no,4,0,3,4,yes,no,5,1461,yes,no,1
no,8,1,0,0,0,0,1,no,no,0,0,0,0,yes,no,10,3409,yes,no,1
no,5,1,1,8,0,0,0,no,no,0,0,0,0,no,no,3,2739,yes,no,0
no,5,15,1,26,0,22,39,yes,no,0,0,0,0,yes,yes,18,2223,yes,no,1
no,9,11,3,0,0,0,0,yes,no,0,0,1,0,no,no,2,3927,yes,no,1
no,6,14,8,0,0,0,32,no,no,0,0,11,4,no,no,27,3135,yes,no,0
no,5,9,0,0,0,0,0,no,no,0,0,1,0,no,no,2,2039,yes,no,1
no,6,6,0,83,0,0,19,no,no,0,0,0,0,yes,no,10,2588,no,no,0
no,2,2,0,175,0,4,0,yes,yes,3,0,0,0,no,no,0,3044,yes,no,1
no,2,6,0,99,0,2,0,no,no,0,0,0,0,no,no,0,3227,no,no,1
no,2,16,0,23,0,4,48,yes,no,6,0,0,0,no,no,10,2223,yes,no,1
yes,10,26,15,53,0,64,79,yes,no,0,0,1,2,no,no,15,3470,yes,no,1
no,6,1,1,0,0,35,12,yes,no,0,0,0,0,yes,no,6,1889,yes,no,0
no,2,16,0,49,1,21,3,no,no,0,0,0,3,no,no,35,1858,no,no,1
no,1,16,0,0,1,0,123,no,no,0,0,0,0,no,yes,8,1827,yes,no,0
no,8,20,0,55,0,83,31,no,no,0,1,0,0,no,no,7,2404,yes,no,0
no,7,18,0,69,0,44,0,no,no,0,0,0,0,no,no,7,3319,yes,no,1
no,8,3,0,0,0,0,0,yes,no,0,0,0,0,no,yes,1,2496,yes,no,0
no,2,11,0,74,0,9,126,no,no,0,0,0,0,yes,no,19,1492,yes,no,1
no,8,18,0,0,0,0,2,no,no,0,0,0,0,no,no,23,2678,yes,no,1
no,8,21,0,64,0,48,0,yes,no,3,0,0,0,no,yes,6,2435,no,no,0
no,8,18,9,53,2,0,63,no,no,5,0,0,0,no,no,4,3684,yes,no,0
no,2,16,11,202,0,56,0,no,no,1,0,1,3,no,no,1,3774,yes,no,0
no,7,15,0,287,0,20,0,no,no,0,0,0,0,no,no,11,2313,yes,no,1
no,3,18,0,0,0,0,269,no,no,0,0,0,0,no,no,3,3258,yes,yes,0
no,3,16,0,86,0,44,21,no,no,8,0,0,0,no,no,9,3074,yes,no,1
no,6,6,0,0,0,0,0,yes,no,0,0,0,0,no,no,11,2739,yes,no,0
no,2,23,0,75,0,69,0,no,no,1,0,0,0,no,yes,8,2739,yes,no,1
no,8,21,1,195,11,75,57,no,yes,0,0,0,0,yes,no,5,2009,yes,no,1
no,7,2,0,0,0,18,335,no,no,0,0,0,0,no,no,9,2039,no,no,1
no,8,18,0,60,0,1,0,no,no,0,0,0,0,no,no,2,2739,yes,no,1
no,5,9,0,25,0,45,0,no,yes,0,0,0,0,no,no,12,3258,yes,no,1
no,2,7,0,77,1,11,353,no,no,2,0,0,0,no,no,23,2739,yes,yes,0
no,10,20,0,19,0,10,11,no,no,7,0,0,0,yes,no,21,3319,yes,no,1
no,9,17,0,391,0,23,0,no,no,56,0,0,0,no,no,0,1400,no,no,0
no,2,10,0,68,0,0,126,no,no,0,0,0,0,no,no,21,3288,yes,no,1
no,9,21,0,47,0,16,62,no,no,5,0,9,0,no,no,4,2557,no,no,1
no,2,3,0,47,0,1,379,no,no,0,0,0,0,yes,no,18,1308,yes,no,0
no,3,18,18,132,0,106,60,yes,no,0,0,6,6,no,no,6,2343,yes,no,1
no,8,15,3,93,0,12,1,yes,no,0,0,1,41,no,no,10,1552,yes,no,1
no,7,16,0,0,0,0,1,no,no,0,0,0,0,yes,no,6,3562,no,no,1
no,4,7,1,22,0,20,14,yes,no,32,0,0,0,no,no,1,2343,no,no,1
no,9,19,16,0,0,0,0,no,no,1,0,0,3,no,no,2,2374,yes,yes,1
no,9,16,0,0,0,0,1,no,no,0,0,0,1,no,no,4,1858,no,no,0
no,8,13,0,146,0,105,0,no,no,16,0,0,0,no,no,1,2466,yes,no,1
no,9,14,0,56,0,30,0,no,no,1,0,0,0,yes,no,9,3409,yes,no,1
no,6,1,0,0,3,30,21,no,no,0,0,0,0,no,yes,15,2131,yes,no,1
no,10,20,7,0,0,15,2,no,no,2,0,27,11,no,no,10,1308,yes,no,1
no,5,10,0,184,0,25,6,no,no,5,0,0,0,no,no,9,2374,yes,yes,1
no,7,18,0,78,1,27,156,no,no,0,2,10,12,yes,yes,28,2374,yes,no,1
no,9,20,0,73,0,25,0,no,no,4,0,0,0,no,yes,4,3197,no,no,0
no,5,20,0,200,0,25,0,no,no,1,0,0,0,no,yes,1,1858,yes,yes,1
no,8,8,0,0,0,0,1,no,no,5,0,0,0,no,no,6,2282,yes,no,1
no,8,23,0,64,0,66,10,no,no,0,0,19,0,no,no,2,2039,yes,no,1
no,2,15,0,0,0,0,9,no,no,0,0,0,0,no,no,4,3105,yes,no,1
no,5,21,0,155,0,21,0,no,no,29,0,0,0,no,yes,7,3470,yes,no,1
no,8,10,3,40,0,26,32,yes,no,0,0,0,0,no,no,1,3227,no,no,1
no,9,15,6,0,0,0,12,no,no,0,0,0,0,yes,no,12,1978,yes,no,1
no,10,17,0,70,0,25,3,no,no,2,0,0,0,no,no,16,2374,yes,no,1
no,8,7,6,0,0,0,387,yes,no,0,0,3,0,yes,no,37,2527,no,no,0
no,2,12,0,0,0,1,0,no,no,0,0,0,0,no,yes,4,2070,yes,no,1
yes,9,8,0,0,1,7,127,yes,no,0,0,13,0,yes,no,31,3439,no,no,0
no,6,11,0,92,0,33,3,no,no,13,0,0,0,no,no,11,2404,yes,no,0
no,8,8,0,172,0,96,0,no,no,3,0,0,0,no,yes,2,2922,yes,no,1
no,2,1,0,0,0,60,0,no,no,0,0,0,0,no,no,9,2131,yes,no,0
no,9,17,10,187,0,66,0,no,no,0,0,0,7,yes,yes,7,4080,yes,no,1
yes,5,9,0,41,4,35,19,yes,no,0,0,0,0,yes,no,7,2557,yes,no,0
no,10,25,7,74,0,85,0,yes,no,0,0,3,3,yes,no,2,2557,yes,no,1
no,7,16,0,3,0,7,5,no,no,0,0,0,0,yes,yes,19,2009,yes,no,1
no,10,20,0,0,0,0,148,no,no,0,0,0,1,yes,yes,11,3350,yes,no,1
no,6,23,0,33,0,0,12,no,no,0,0,0,0,no,no,13,2192,no,no,1
no,9,19,8,6,2,91,31,no,no,1,0,0,0,no,no,18,1978,yes,no,0
no,2,6,0,0,0,0,3,no,no,0,0,0,0,no,yes,6,2313,no,no,0
no,8,6,0,0,0,0,2,no,no,0,0,0,0,no,yes,9,3774,yes,no,0
no,10,18,18,0,0,0,371,no,no,4,0,0,0,yes,no,2,1827,yes,no,0
no,9,19,0,0,0,0,7,no,no,0,0,2,0,yes,no,17,3105,yes,no,0
no,7,16,0,24,0,16,0,no,no,0,0,0,0,no,no,10,2678,yes,no,1
no,5,11,0,454,0,67,0,no,no,4,0,0,0,yes,no,6,2466,yes,no,1
no,10,26,4,46,0,28,70,no,no,1,0,37,2,no,yes,16,4108,yes,no,0
no,7,2,0,25,0,17,74,no,no,2,0,0,0,yes,no,9,3044,yes,no,0
no,10,16,12,235,0,40,3,yes,no,63,0,0,0,yes,no,6,2861,yes,no,0
no,9,25,16,56,0,62,169,yes,no,0,0,0,4,yes,no,21,2647,yes,no,1
yes,9,9,0,0,0,0,110,no,no,0,0,0,0,yes,no,2,1674,yes,yes,1
no,5,18,0,201,0,9,0,yes,no,1,0,0,0,no,yes,3,3105,no,no,1
no,6,16,0,143,0,94,96,yes,no,37,0,0,0,no,yes,8,2101,yes,no,0
no,9,14,0,0,5,31,80,no,no,0,0,0,0,no,no,8,2769,yes,no,0
yes,8,21,4,39,0,51,54,yes,no,0,0,0,0,no,no,3,2223,no,no,1
no,4,14,0,30,0,0,27,no,no,3,0,0,0,no,no,9,2496,yes,no,0
no,2,1,0,4,0,0,0,no,no,3,0,0,0,yes,yes,10,1736,yes,no,1
no,7,13,0,0,0,19,2,yes,no,0,0,0,0,no,yes,5,2557,yes,no,1
no,6,10,0,171,1,83,39,no,no,3,0,0,0,yes,no,5,1400,no,yes,1
no,10,13,2,223,0,73,0,yes,no,1,0,0,11,yes,no,5,2708,yes,no,1
no,5,20,0,0,0,0,143,no,no,0,0,0,0,no,no,14,2769,no,no,0
no,10,15,0,5,0,4,14,yes,no,1,0,0,2,no,no,23,2739,yes,no,1
no,6,7,0,0,0,4,5,no,no,0,0,0,0,yes,no,6,3988,yes,no,1
no,6,3,1,256,1,34,16,yes,no,0,0,0,0,no,no,17,2404,yes,no,1
no,9,11,0,50,2,48,13,no,no,0,0,0,0,no,no,15,2647,yes,no,1
no,5,11,0,3,0,0,211,no,no,2,0,0,0,no,no,15,2435,yes,no,1
no,4,13,0,123,0,59,20,yes,no,1,0,0,0,no,no,4,2254,yes,no,1
no,5,20,6,155,0,29,212,no,no,1,0,0,0,yes,yes,7,2678,yes,no,1
no,8,19,9,232,0,36,1,no,no,0,0,0,0,yes,no,9,1370,yes,yes,1
no,4,16,0,63,0,68,3,no,no,2,0,0,22,no,no,8,2922,yes,no,1
yes,7,17,0,39,0,48,27,no,no,11,0,0,2,yes,no,1,1917,yes,no,1
no,9,9,3,0,0,16,6,no,no,0,0,0,0,yes,no,14,2039,yes,no,1
no,9,21,1,288,0,76,0,yes,no,9,0,0,0,yes,no,7,2769,yes,no,0
no,6,18,1,0,0,0,0,no,no,1,0,0,0,no,no,8,1797,yes,no,1
no,10,22,1,42,0,66,136,yes,no,5,0,0,0,no,yes,18,2922,yes,no,1
no,8,18,0,220,0,54,0,yes,no,0,0,0,0,no,no,5,1400,yes,no,1
no,8,11,0,0,0,32,1,no,no,8,6,0,0,yes,no,9,3288,no,no,1
no,9,11,0,0,0,0,0,no,no,4,0,0,0,no,yes,6,3105,yes,no,0
no,10,25,0,204,0,20,0,no,no,0,0,0,0,no,yes,1,3439,no,no,0
no,8,2,0,208,0,87,426,no,no,7,0,0,0,no,no,4,2009,yes,no,1
no,7,4,2,42,0,42,25,no,no,0,0,0,0,no,no,6,1766,yes,no,1
no,8,7,0,5,0,65,0,no,no,0,0,0,0,yes,no,10,1674,yes,no,0
no,9,24,6,316,0,30,4,yes,no,143,0,12,0,no,no,14,3288,yes,no,1
no,7,19,1,0,0,13,52,no,yes,1,0,30,2,yes,no,16,3074,yes,no,0
no,10,6,0,118,1,0,19,no,no,1,0,0,0,no,no,33,2435,yes,yes,1
no,7,5,0,0,0,0,228,yes,no,3,0,0,0,yes,no,15,3378,yes,no,1
no,8,8,0,223,1,88,89,no,no,3,2,0,0,no,no,3,2009,yes,no,1
no,9,27,0,18,0,32,25,no,no,0,0,0,4,yes,yes,37,2769,yes,no,1
no,8,23,1,290,0,64,0,no,no,0,0,0,2,no,no,3,3592,yes,no,0
no,6,17,5,217,0,48,0,no,no,3,0,0,1,yes,no,2,3409,yes,no,1
no,8,15,2,1,0,0,0,yes,no,0,0,0,3,no,yes,7,2557,yes,no,0
no,10,23,0,6,0,2,25,no,no,76,0,0,0,no,no,14,2769,yes,no,1
no,6,1,0,55,0,10,0,no,no,0,0,0,0,no,yes,11,3258,yes,no,0
no,1,13,0,69,0,0,9,no,no,0,0,0,0,no,no,19,2162,yes,no,1
no,6,1,0,0,0,50,152,yes,no,0,0,0,0,no,no,4,2162,yes,no,1
no,7,1,0,188,0,99,3,no,no,20,0,0,0,no,no,1,2009,yes,yes,1
no,2,1,0,38,0,11,12,no,no,0,0,0,0,no,no,14,3988,yes,no,0
no,5,10,1,0,0,0,58,no,no,0,0,0,0,no,yes,8,2892,yes,no,1
no,5,17,1,19,1,67,206,no,no,5,0,0,1,yes,no,12,2922,yes,no,1
no,7,7,6,115,0,37,185,no,no,2,0,0,0,no,no,7,2009,yes,no,1
no,10,20,11,70,0,57,2,yes,no,113,0,0,4,no,yes,6,3166,yes,no,1
no,3,7,0,52,0,55,0,yes,no,0,0,0,0,no,no,12,1492,yes,no,1
